sub	learn-uncertainty	t	cond	onset	open_d	door	door_p	tgt_door	tgt_found	x	y
1	2	1	1	24.416	0	0	0.000	9	0	2042	911.000
1	2	1	1	24.433	0	0	0.000	9	0	2040	907.000
1	2	1	1	24.449	0	0	0.000	9	0	2038	902.000
1	2	1	1	24.466	0	0	0.000	9	0	2028	888.000
1	2	1	1	24.483	0	0	0.000	9	0	2009	868.000
1	2	1	1	24.499	9	9	0.000	9	0	1993	853.000
1	2	1	1	24.516	9	9	0.000	9	0	1980	843.000
1	2	1	1	24.533	9	9	0.000	9	0	1974	836.000
1	2	1	1	24.549	9	9	0.000	9	0	1964	826.000
1	2	1	1	24.566	9	9	0.000	9	0	1961	824.000
1	2	1	1	24.583	0	0	0.000	9	0	1958	822.000
1	2	1	1	24.599	0	0	0.000	9	0	1956	821.000
1	2	1	1	24.616	0	0	0.000	9	0	1956	821.000
1	2	1	1	24.633	0	0	0.000	9	0	1956	821.000
1	2	1	1	24.649	0	0	0.000	9	0	1956	821.000
1	2	1	1	24.666	0	0	0.000	9	0	1956	821.000
1	2	1	1	24.683	0	0	0.000	9	0	1956	820.000
1	2	1	1	24.699	0	0	0.000	9	0	1945	818.000
1	2	1	1	24.716	0	0	0.000	9	0	1934	816.000
1	2	1	1	24.733	0	0	0.000	9	0	1926	815.000
1	2	1	1	24.749	0	0	0.000	9	0	1922	813.000
1	2	1	1	24.766	0	0	0.000	9	0	1921	813.000
1	2	1	1	24.783	0	0	0.000	9	0	1921	813.000
1	2	1	1	24.799	0	0	0.000	9	0	1921	813.000
1	2	1	1	24.816	0	0	0.000	9	0	1921	813.000
1	2	1	1	24.833	0	0	0.000	9	0	1921	812.000
1	2	1	1	24.849	0	0	0.000	9	0	1921	812.000
1	2	1	1	24.866	0	0	0.000	9	0	1921	812.000
1	2	1	1	24.883	0	0	0.000	9	0	1921	812.000
1	2	1	1	24.899	0	0	0.000	9	0	1923	815.000
1	2	1	1	24.916	0	0	0.000	9	0	1926	823.000
1	2	1	1	24.933	0	0	0.000	9	0	1928	835.000
1	2	1	1	24.949	0	0	0.000	9	0	1927	851.000
1	2	1	1	24.966	0	0	0.000	9	0	1926	869.000
1	2	1	1	24.983	0	0	0.000	9	0	1924	886.000
1	2	1	1	25.000	0	0	0.000	9	0	1919	928.000
1	2	1	1	25.016	0	0	0.000	9	0	1913	953.000
1	2	1	1	25.033	0	0	0.000	9	0	1906	975.000
1	2	1	1	25.049	0	0	0.000	9	0	1901	982.000
1	2	1	1	25.066	0	0	0.000	9	0	1900	982.000
1	2	1	1	25.088	0	0	0.000	9	0	1898	983.000
1	2	1	1	25.099	0	0	0.000	9	0	1898	984.000
1	2	1	1	25.116	0	0	0.000	9	0	1898	984.000
1	2	1	1	25.133	0	0	0.000	9	0	1898	984.000
1	2	1	1	25.150	0	0	0.000	9	0	1894	985.000
1	2	1	1	25.166	9	6	0.000	9	0	1886	986.000
1	2	1	1	25.183	9	6	0.000	9	0	1875	986.000
1	2	1	1	25.199	9	6	0.000	9	0	1869	986.000
1	2	1	1	25.216	9	6	0.000	9	0	1861	986.000
1	2	1	1	25.233	9	6	0.000	9	0	1858	986.000
1	2	1	1	25.249	9	6	0.000	9	0	1858	986.000
1	2	1	1	25.266	9	6	0.000	9	0	1858	986.000
1	2	1	1	25.283	9	6	0.000	9	0	1858	986.000
1	2	1	1	25.299	9	6	0.000	9	0	1858	986.000
1	2	1	1	25.316	1	6	0.250	9	0	1858	986.000
1	2	1	1	25.333	1	6	0.250	9	0	1858	986.000
1	2	1	1	25.349	1	6	0.250	9	0	1856	986.000
1	2	1	1	25.366	1	6	0.250	9	0	1856	986.000
1	2	1	1	25.383	1	6	0.250	9	0	1856	986.000
1	2	1	1	25.399	1	6	0.250	9	0	1856	986.000
1	2	1	1	25.416	1	6	0.250	9	0	1856	986.000
1	2	1	1	25.466	9	6	0.000	9	0	1866	965.000
1	2	1	1	25.483	0	0	0.000	9	0	1877	950.000
1	2	1	1	25.499	0	0	0.000	9	0	1893	932.000
1	2	1	1	25.516	0	0	0.000	9	0	1909	915.000
1	2	1	1	25.533	0	0	0.000	9	0	1922	903.000
1	2	1	1	25.549	0	0	0.000	9	0	1928	898.000
1	2	1	1	25.566	0	0	0.000	9	0	1929	896.000
1	2	1	1	25.582	0	0	0.000	9	0	1934	891.000
1	2	1	1	25.599	0	0	0.000	9	0	1947	875.000
1	2	1	1	25.616	0	0	0.000	9	0	1957	860.000
1	2	1	1	25.633	0	0	0.000	9	0	1970	846.000
1	2	1	1	25.649	9	9	0.000	9	0	1978	837.000
1	2	1	1	25.666	9	9	0.000	9	0	1986	829.000
1	2	1	1	25.682	9	9	0.000	9	0	1997	818.000
1	2	1	1	25.699	9	9	0.000	9	0	2004	812.000
1	2	1	1	25.716	9	9	0.000	9	0	2009	807.000
1	2	1	1	25.733	9	9	0.000	9	0	2011	805.000
1	2	1	1	25.749	9	9	0.000	9	0	2011	805.000
1	2	1	1	25.766	9	9	0.000	9	0	2011	805.000
1	2	1	1	25.783	9	9	0.000	9	0	2011	805.000
1	2	1	1	25.799	9	9	0.000	9	0	2011	805.000
1	2	1	1	25.816	9	9	0.000	9	0	2011	805.000
1	2	1	1	25.833	1	9	0.250	9	0	2011	805.000
1	2	1	1	25.849	1	9	0.250	9	1	2011	805.000
1	2	1	1	25.898	10	9	0.250	9	1	2011	805.000
1	2	1	1	25.914	10	9	0.250	9	1	2011	805.000
1	2	1	1	25.929	10	9	0.250	9	1	2011	805.000
1	2	1	1	25.944	10	9	0.250	9	1	2011	805.000
1	2	1	1	25.960	10	9	0.250	9	1	2011	805.000
1	2	1	1	25.976	10	9	0.250	9	1	2011	805.000
1	2	1	1	25.991	10	9	0.250	9	1	2011	805.000
1	2	1	1	26.006	10	9	0.250	9	1	2011	805.000
1	2	1	1	26.021	10	9	0.250	9	1	2011	805.000
1	2	1	1	26.036	10	9	0.250	9	1	2011	805.000
1	2	1	1	26.051	10	9	0.250	9	1	2011	805.000
1	2	1	1	26.066	10	9	0.250	9	1	2011	805.000
1	2	1	1	26.081	10	9	0.250	9	1	2011	805.000
1	2	1	1	26.097	10	9	0.250	9	1	2011	805.000
1	2	1	1	26.112	10	9	0.250	9	1	2011	805.000
1	2	1	1	26.127	10	9	0.250	9	1	2011	805.000
1	2	1	1	26.142	10	9	0.250	9	1	2011	805.000
1	2	1	1	26.157	10	9	0.250	9	1	2011	805.000
1	2	1	1	26.172	10	9	0.250	9	1	2011	805.000
1	2	1	1	26.187	10	9	0.250	9	1	2011	805.000
1	2	1	1	26.202	10	9	0.250	9	1	2011	805.000
1	2	1	1	26.217	10	9	0.250	9	1	2011	805.000
1	2	2	1	0.027	9	9	0.000	15	0	2011	805.000
1	2	2	1	0.044	9	9	0.000	15	0	2011	805.000
1	2	2	1	0.061	9	9	0.000	15	0	2011	805.000
1	2	2	1	0.077	9	9	0.000	15	0	2011	805.000
1	2	2	1	0.094	9	9	0.000	15	0	2011	805.000
1	2	2	1	0.111	9	9	0.000	15	0	2011	805.000
1	2	2	1	0.127	0	0	0.000	15	0	1987	864.000
1	2	2	1	0.144	0	0	0.000	15	0	1952	930.000
1	2	2	1	0.161	0	0	0.000	15	0	1926	981.000
1	2	2	1	0.177	0	0	0.000	15	0	1900	1020.000
1	2	2	1	0.194	0	0	0.000	15	0	1874	1053.000
1	2	2	1	0.210	0	0	0.000	15	0	1842	1090.000
1	2	2	1	0.227	9	7	0.000	15	0	1814	1122.000
1	2	2	1	0.244	9	7	0.000	15	0	1801	1143.000
1	2	2	1	0.260	9	7	0.000	15	0	1783	1168.000
1	2	2	1	0.277	9	7	0.000	15	0	1770	1189.000
1	2	2	1	0.294	0	0	0.000	15	0	1765	1200.000
1	2	2	1	0.311	0	0	0.000	15	0	1764	1202.000
1	2	2	1	0.327	0	0	0.000	15	0	1763	1204.000
1	2	2	1	0.344	0	0	0.000	15	0	1763	1204.000
1	2	2	1	0.361	0	0	0.000	15	0	1763	1204.000
1	2	2	1	0.377	0	0	0.000	15	0	1763	1204.000
1	2	2	1	0.394	0	0	0.000	15	0	1763	1204.000
1	2	2	1	0.411	0	0	0.000	15	0	1763	1204.000
1	2	2	1	0.427	0	0	0.000	15	0	1763	1204.000
1	2	2	1	0.444	0	0	0.000	15	0	1762	1208.000
1	2	2	1	0.461	0	0	0.000	15	0	1761	1211.000
1	2	2	1	0.477	0	0	0.000	15	0	1759	1220.000
1	2	2	1	0.494	0	0	0.000	15	0	1757	1228.000
1	2	2	1	0.511	0	0	0.000	15	0	1754	1245.000
1	2	2	1	0.527	0	0	0.000	15	0	1751	1255.000
1	2	2	1	0.544	0	0	0.000	15	0	1747	1266.000
1	2	2	1	0.561	0	0	0.000	15	0	1745	1272.000
1	2	2	1	0.577	0	0	0.000	15	0	1745	1272.000
1	2	2	1	0.594	0	0	0.000	15	0	1745	1272.000
1	2	2	1	0.611	0	0	0.000	15	0	1745	1272.000
1	2	2	1	0.627	0	0	0.000	15	0	1745	1272.000
1	2	2	1	0.644	0	0	0.000	15	0	1745	1274.000
1	2	2	1	0.660	0	0	0.000	15	0	1741	1281.000
1	2	2	1	0.677	0	0	0.000	15	0	1739	1286.000
1	2	2	1	0.694	0	0	0.000	15	0	1732	1300.000
1	2	2	1	0.711	0	0	0.000	15	0	1725	1313.000
1	2	2	1	0.727	0	0	0.000	15	0	1713	1336.000
1	2	2	1	0.744	0	0	0.000	15	0	1704	1351.000
1	2	2	1	0.761	0	0	0.000	15	0	1698	1360.000
1	2	2	1	0.777	9	4	0.000	15	0	1691	1370.000
1	2	2	1	0.794	9	4	0.000	15	0	1681	1384.000
1	2	2	1	0.810	9	4	0.000	15	0	1661	1409.000
1	2	2	1	0.827	9	4	0.000	15	0	1655	1416.000
1	2	2	1	0.844	0	0	0.000	15	0	1645	1426.000
1	2	2	1	0.861	0	0	0.000	15	0	1639	1432.000
1	2	2	1	0.877	0	0	0.000	15	0	1633	1437.000
1	2	2	1	0.894	0	0	0.000	15	0	1632	1439.000
1	2	2	1	0.911	0	0	0.000	15	0	1629	1441.000
1	2	2	1	0.927	0	0	0.000	15	0	1627	1443.000
1	2	2	1	0.944	0	0	0.000	15	0	1626	1445.000
1	2	2	1	0.960	0	0	0.000	15	0	1625	1445.000
1	2	2	1	0.977	0	0	0.000	15	0	1625	1446.000
1	2	2	1	0.994	0	0	0.000	15	0	1625	1446.000
1	2	2	1	1.011	0	0	0.000	15	0	1625	1446.000
1	2	2	1	1.027	0	0	0.000	15	0	1625	1446.000
1	2	2	1	1.044	0	0	0.000	15	0	1625	1446.000
1	2	2	1	1.061	0	0	0.000	15	0	1625	1446.000
1	2	2	1	1.077	0	0	0.000	15	0	1625	1446.000
1	2	2	1	1.094	0	0	0.000	15	0	1625	1446.000
1	2	2	1	1.111	0	0	0.000	15	0	1625	1439.000
1	2	2	1	1.127	0	0	0.000	15	0	1623	1429.000
1	2	2	1	1.144	9	4	0.000	15	0	1620	1424.000
1	2	2	1	1.161	9	4	0.000	15	0	1619	1422.000
1	2	2	1	1.177	9	4	0.000	15	0	1619	1422.000
1	2	2	1	1.194	9	4	0.000	15	0	1619	1422.000
1	2	2	1	1.211	9	4	0.000	15	0	1619	1422.000
1	2	2	1	1.227	9	4	0.000	15	0	1619	1422.000
1	2	2	1	1.244	9	4	0.000	15	0	1619	1422.000
1	2	2	1	1.261	9	4	0.000	15	0	1619	1421.000
1	2	2	1	1.277	9	4	0.000	15	0	1619	1420.000
1	2	2	1	1.294	9	4	0.000	15	0	1619	1416.000
1	2	2	1	1.311	9	4	0.000	15	0	1619	1412.000
1	2	2	1	1.327	9	4	0.000	15	0	1619	1402.000
1	2	2	1	1.344	9	4	0.000	15	0	1619	1396.000
1	2	2	1	1.361	9	4	0.000	15	0	1618	1395.000
1	2	2	1	1.377	9	4	0.000	15	0	1618	1393.000
1	2	2	1	1.394	9	4	0.000	15	0	1617	1390.000
1	2	2	1	1.411	9	4	0.000	15	0	1617	1388.000
1	2	2	1	1.427	9	4	0.000	15	0	1617	1386.000
1	2	2	1	1.444	9	4	0.000	15	0	1616	1386.000
1	2	2	1	1.460	9	4	0.000	15	0	1616	1385.000
1	2	2	1	1.477	9	4	0.000	15	0	1616	1385.000
1	2	2	1	1.494	9	4	0.000	15	0	1616	1385.000
1	2	2	1	1.511	9	4	0.000	15	0	1616	1385.000
1	2	2	1	1.527	9	4	0.000	15	0	1616	1385.000
1	2	2	1	1.544	9	4	0.000	15	0	1616	1385.000
1	2	2	1	1.561	9	4	0.000	15	0	1616	1385.000
1	2	2	1	1.577	9	4	0.000	15	0	1616	1385.000
1	2	2	1	1.594	9	4	0.000	15	0	1616	1385.000
1	2	2	1	1.611	9	4	0.000	15	0	1616	1385.000
1	2	2	1	1.632	9	4	0.000	15	0	1616	1385.000
1	2	2	1	1.644	9	4	0.000	15	0	1616	1385.000
1	2	2	1	1.661	9	4	0.000	15	0	1616	1385.000
1	2	2	1	1.677	1	4	0.250	15	0	1616	1385.000
1	2	2	1	1.694	1	4	0.250	15	0	1616	1385.000
1	2	2	1	1.711	1	4	0.250	15	0	1616	1385.000
1	2	2	1	1.727	1	4	0.250	15	0	1616	1385.000
1	2	2	1	1.744	1	4	0.250	15	0	1616	1385.000
1	2	2	1	1.761	1	4	0.250	15	0	1616	1385.000
1	2	2	1	1.777	1	4	0.250	15	0	1616	1385.000
1	2	2	1	1.794	1	4	0.250	15	0	1616	1385.000
1	2	2	1	1.811	1	4	0.250	15	0	1616	1385.000
1	2	2	1	1.861	9	4	0.000	15	0	1616	1385.000
1	2	2	1	1.877	9	4	0.000	15	0	1616	1384.000
1	2	2	1	1.894	9	4	0.000	15	0	1631	1381.000
1	2	2	1	1.911	9	4	0.000	15	0	1652	1378.000
1	2	2	1	1.927	0	0	0.000	15	0	1706	1368.000
1	2	2	1	1.944	0	0	0.000	15	0	1763	1356.000
1	2	2	1	1.961	9	8	0.000	15	0	1839	1337.000
1	2	2	1	1.977	0	0	0.000	15	0	1882	1325.000
1	2	2	1	1.994	0	0	0.000	15	0	1905	1314.000
1	2	2	1	2.010	0	0	0.000	15	0	1932	1303.000
1	2	2	1	2.027	0	0	0.000	15	0	1944	1296.000
1	2	2	1	2.044	0	0	0.000	15	0	1958	1288.000
1	2	2	1	2.061	0	0	0.000	15	0	1978	1274.000
1	2	2	1	2.077	0	0	0.000	15	0	2001	1259.000
1	2	2	1	2.094	0	0	0.000	15	0	2021	1251.000
1	2	2	1	2.111	0	0	0.000	15	0	2046	1244.000
1	2	2	1	2.127	0	0	0.000	15	0	2069	1238.000
1	2	2	1	2.144	0	0	0.000	15	0	2100	1232.000
1	2	2	1	2.161	0	0	0.000	15	0	2131	1223.000
1	2	2	1	2.177	0	0	0.000	15	0	2145	1217.000
1	2	2	1	2.194	0	0	0.000	15	0	2154	1212.000
1	2	2	1	2.211	9	15	0.000	15	0	2159	1209.000
1	2	2	1	2.227	9	15	0.000	15	0	2161	1207.000
1	2	2	1	2.244	9	15	0.000	15	0	2162	1206.000
1	2	2	1	2.261	9	15	0.000	15	0	2164	1205.000
1	2	2	1	2.277	9	15	0.000	15	0	2165	1203.000
1	2	2	1	2.294	9	15	0.000	15	0	2171	1198.000
1	2	2	1	2.311	9	15	0.000	15	0	2178	1193.000
1	2	2	1	2.327	9	15	0.000	15	0	2181	1190.000
1	2	2	1	2.344	9	15	0.000	15	0	2184	1186.000
1	2	2	1	2.361	9	15	0.000	15	0	2184	1186.000
1	2	2	1	2.377	9	15	0.000	15	0	2184	1186.000
1	2	2	1	2.394	9	15	0.000	15	0	2184	1186.000
1	2	2	1	2.410	9	15	0.000	15	0	2184	1186.000
1	2	2	1	2.427	9	15	0.000	15	0	2184	1186.000
1	2	2	1	2.444	9	15	0.000	15	0	2184	1186.000
1	2	2	1	2.461	9	15	0.000	15	0	2185	1186.000
1	2	2	1	2.477	9	15	0.000	15	0	2185	1184.000
1	2	2	1	2.494	9	15	0.000	15	0	2186	1183.000
1	2	2	1	2.511	9	15	0.000	15	0	2188	1182.000
1	2	2	1	2.527	9	15	0.000	15	0	2189	1181.000
1	2	2	1	2.549	9	15	0.000	15	0	2189	1181.000
1	2	2	1	2.561	1	15	0.250	15	0	2189	1181.000
1	2	2	1	2.577	1	15	0.250	15	1	2189	1181.000
1	2	2	1	2.621	10	15	0.250	15	1	2189	1181.000
1	2	2	1	2.636	10	15	0.250	15	1	2189	1181.000
1	2	2	1	2.652	10	15	0.250	15	1	2189	1181.000
1	2	2	1	2.667	10	15	0.250	15	1	2189	1181.000
1	2	2	1	2.682	10	15	0.250	15	1	2189	1181.000
1	2	2	1	2.697	10	15	0.250	15	1	2189	1181.000
1	2	2	1	2.712	10	15	0.250	15	1	2188	1178.000
1	2	2	1	2.727	10	15	0.250	15	1	2161	1143.000
1	2	2	1	2.742	10	0	0.000	15	1	2110	1092.000
1	2	2	1	2.758	10	10	0.000	15	1	2044	1031.000
1	2	2	1	2.773	10	10	0.000	15	1	1996	993.000
1	2	2	1	2.788	10	10	0.000	15	1	1968	972.000
1	2	2	1	2.803	10	0	0.000	15	1	1946	959.000
1	2	2	1	2.818	10	0	0.000	15	1	1939	956.000
1	2	2	1	2.833	10	0	0.000	15	1	1938	956.000
1	2	2	1	2.848	10	0	0.000	15	1	1938	956.000
1	2	2	1	2.864	10	0	0.000	15	1	1938	956.000
1	2	2	1	2.879	10	0	0.000	15	1	1938	956.000
1	2	2	1	2.894	10	0	0.000	15	1	1938	956.000
1	2	2	1	2.909	10	0	0.000	15	1	1937	956.000
1	2	2	1	2.924	10	0	0.000	15	1	1929	955.000
1	2	2	1	2.939	10	0	0.000	15	1	1915	952.000
1	2	2	1	2.954	10	0	0.000	15	1	1898	951.000
1	2	3	1	0.021	9	6	0.000	9	0	1844	949.000
1	2	3	1	0.038	9	6	0.000	9	0	1826	949.000
1	2	3	1	0.054	9	6	0.000	9	0	1809	950.000
1	2	3	1	0.071	9	6	0.000	9	0	1800	951.000
1	2	3	1	0.088	9	6	0.000	9	0	1799	951.000
1	2	3	1	0.104	9	6	0.000	9	0	1799	951.000
1	2	3	1	0.121	9	6	0.000	9	0	1799	952.000
1	2	3	1	0.138	9	6	0.000	9	0	1799	952.000
1	2	3	1	0.155	9	6	0.000	9	0	1799	952.000
1	2	3	1	0.171	9	6	0.000	9	0	1799	952.000
1	2	3	1	0.188	9	6	0.000	9	0	1799	952.000
1	2	3	1	0.204	9	6	0.000	9	0	1799	952.000
1	2	3	1	0.221	9	6	0.000	9	0	1799	952.000
1	2	3	1	0.238	9	6	0.000	9	0	1799	953.000
1	2	3	1	0.254	9	6	0.000	9	0	1801	955.000
1	2	3	1	0.271	9	6	0.000	9	0	1804	958.000
1	2	3	1	0.288	9	6	0.000	9	0	1807	961.000
1	2	3	1	0.304	9	6	0.000	9	0	1809	965.000
1	2	3	1	0.321	9	6	0.000	9	0	1810	976.000
1	2	3	1	0.338	9	6	0.000	9	0	1810	987.000
1	2	3	1	0.354	9	6	0.000	9	0	1807	1012.000
1	2	3	1	0.371	0	0	0.000	9	0	1795	1047.000
1	2	3	1	0.388	0	0	0.000	9	0	1779	1092.000
1	2	3	1	0.404	0	0	0.000	9	0	1737	1184.000
1	2	3	1	0.421	0	0	0.000	9	0	1719	1217.000
1	2	3	1	0.438	0	0	0.000	9	0	1714	1227.000
1	2	3	1	0.454	0	0	0.000	9	0	1713	1229.000
1	2	3	1	0.471	0	0	0.000	9	0	1713	1229.000
1	2	3	1	0.488	0	0	0.000	9	0	1713	1229.000
1	2	3	1	0.504	0	0	0.000	9	0	1714	1226.000
1	2	3	1	0.521	0	0	0.000	9	0	1715	1217.000
1	2	3	1	0.538	0	0	0.000	9	0	1719	1201.000
1	2	3	1	0.554	0	0	0.000	9	0	1728	1163.000
1	2	3	1	0.571	0	0	0.000	9	0	1736	1131.000
1	2	3	1	0.588	0	0	0.000	9	0	1739	1108.000
1	2	3	1	0.605	0	0	0.000	9	0	1744	1081.000
1	2	3	1	0.621	0	0	0.000	9	0	1751	1054.000
1	2	3	1	0.638	0	0	0.000	9	0	1757	1035.000
1	2	3	1	0.654	0	0	0.000	9	0	1765	1011.000
1	2	3	1	0.671	9	6	0.000	9	0	1778	976.000
1	2	3	1	0.688	9	6	0.000	9	0	1787	961.000
1	2	3	1	0.704	9	6	0.000	9	0	1792	954.000
1	2	3	1	0.721	9	6	0.000	9	0	1793	953.000
1	2	3	1	0.738	9	6	0.000	9	0	1793	952.000
1	2	3	1	0.754	9	6	0.000	9	0	1793	952.000
1	2	3	1	0.771	9	6	0.000	9	0	1793	952.000
1	2	3	1	0.788	9	6	0.000	9	0	1793	952.000
1	2	3	1	0.804	9	6	0.000	9	0	1793	952.000
1	2	3	1	0.821	9	6	0.000	9	0	1793	952.000
1	2	3	1	0.838	1	6	0.250	9	0	1793	952.000
1	2	3	1	0.854	1	6	0.250	9	0	1793	952.000
1	2	3	1	0.871	1	6	0.250	9	0	1793	952.000
1	2	3	1	0.888	1	6	0.250	9	0	1793	952.000
1	2	3	1	0.904	1	6	0.250	9	0	1793	952.000
1	2	3	1	0.921	1	6	0.250	9	0	1793	952.000
1	2	3	1	0.938	1	6	0.250	9	0	1793	952.000
1	2	3	1	0.992	9	6	0.000	9	0	1793	952.000
1	2	3	1	1.004	9	6	0.000	9	0	1800	945.000
1	2	3	1	1.021	9	6	0.000	9	0	1811	934.000
1	2	3	1	1.038	0	0	0.000	9	0	1826	919.000
1	2	3	1	1.054	0	0	0.000	9	0	1844	904.000
1	2	3	1	1.071	0	0	0.000	9	0	1869	881.000
1	2	3	1	1.088	0	0	0.000	9	0	1897	856.000
1	2	3	1	1.104	0	0	0.000	9	0	1915	839.000
1	2	3	1	1.121	0	0	0.000	9	0	1926	828.000
1	2	3	1	1.138	0	0	0.000	9	0	1937	817.000
1	2	3	1	1.154	0	0	0.000	9	0	1951	803.000
1	2	3	1	1.171	9	9	0.000	9	0	1959	794.000
1	2	3	1	1.188	9	9	0.000	9	0	1964	787.000
1	2	3	1	1.204	9	9	0.000	9	0	1966	785.000
1	2	3	1	1.221	9	9	0.000	9	0	1967	783.000
1	2	3	1	1.238	9	9	0.000	9	0	1967	783.000
1	2	3	1	1.254	9	9	0.000	9	0	1968	783.000
1	2	3	1	1.271	9	9	0.000	9	0	1968	783.000
1	2	3	1	1.288	9	9	0.000	9	0	1968	783.000
1	2	3	1	1.304	9	9	0.000	9	0	1968	783.000
1	2	3	1	1.321	9	9	0.000	9	0	1968	783.000
1	2	3	1	1.338	9	9	0.000	9	0	1968	783.000
1	2	3	1	1.354	9	9	0.000	9	0	1968	783.000
1	2	3	1	1.376	9	9	0.000	9	0	1970	783.000
1	2	3	1	1.388	9	9	0.000	9	0	1978	787.000
1	2	3	1	1.404	9	9	0.000	9	0	1991	796.000
1	2	3	1	1.421	9	9	0.000	9	0	1996	800.000
1	2	3	1	1.438	9	9	0.000	9	0	2000	802.000
1	2	3	1	1.454	9	9	0.000	9	0	2001	803.000
1	2	3	1	1.471	9	9	0.000	9	0	2001	803.000
1	2	3	1	1.488	9	9	0.000	9	0	2001	803.000
1	2	3	1	1.504	9	9	0.000	9	0	2001	803.000
1	2	3	1	1.521	1	9	0.250	9	0	2001	803.000
1	2	3	1	1.538	1	9	0.250	9	1	2001	803.000
1	2	3	1	1.579	10	9	0.250	9	1	2001	803.000
1	2	3	1	1.594	10	9	0.250	9	1	2001	803.000
1	2	3	1	1.610	10	9	0.250	9	1	2001	803.000
1	2	3	1	1.625	10	9	0.250	9	1	2001	803.000
1	2	3	1	1.640	10	9	0.250	9	1	2001	803.000
1	2	3	1	1.655	10	9	0.250	9	1	2001	803.000
1	2	3	1	1.670	10	9	0.250	9	1	2001	803.000
1	2	3	1	1.686	10	9	0.250	9	1	2001	803.000
1	2	3	1	1.701	10	9	0.250	9	1	2001	803.000
1	2	3	1	1.716	10	9	0.250	9	1	2001	803.000
1	2	3	1	1.731	10	9	0.250	9	1	2001	803.000
1	2	3	1	1.746	10	9	0.250	9	1	2001	803.000
1	2	3	1	1.761	10	9	0.250	9	1	2001	803.000
1	2	3	1	1.776	10	9	0.250	9	1	2001	803.000
1	2	3	1	1.791	10	9	0.250	9	1	2001	803.000
1	2	3	1	1.807	10	9	0.250	9	1	2001	813.000
1	2	3	1	1.822	10	9	0.250	9	1	1998	828.000
1	2	3	1	1.837	10	9	0.250	9	1	1993	843.000
1	2	3	1	1.852	10	9	0.250	9	1	1991	851.000
1	2	3	1	1.867	10	0	0.000	9	1	1989	853.000
1	2	3	1	1.882	10	0	0.000	9	1	1989	855.000
1	2	3	1	1.897	10	0	0.000	9	1	1988	856.000
1	2	3	1	1.913	10	0	0.000	9	1	1987	856.000
1	2	4	1	0.023	0	0	0.000	15	0	1986	858.000
1	2	4	1	0.040	0	0	0.000	15	0	1985	859.000
1	2	4	1	0.057	0	0	0.000	15	0	1984	859.000
1	2	4	1	0.073	0	0	0.000	15	0	1981	861.000
1	2	4	1	0.090	0	0	0.000	15	0	1976	863.000
1	2	4	1	0.107	0	0	0.000	15	0	1963	870.000
1	2	4	1	0.123	0	0	0.000	15	0	1943	880.000
1	2	4	1	0.140	0	0	0.000	15	0	1891	910.000
1	2	4	1	0.157	9	6	0.000	15	0	1814	963.000
1	2	4	1	0.173	9	6	0.000	15	0	1778	991.000
1	2	4	1	0.190	9	6	0.000	15	0	1769	995.000
1	2	4	1	0.207	9	6	0.000	15	0	1769	995.000
1	2	4	1	0.223	9	6	0.000	15	0	1769	995.000
1	2	4	1	0.240	9	6	0.000	15	0	1769	995.000
1	2	4	1	0.257	9	6	0.000	15	0	1769	995.000
1	2	4	1	0.273	9	6	0.000	15	0	1769	995.000
1	2	4	1	0.295	9	6	0.000	15	0	1769	996.000
1	2	4	1	0.307	9	6	0.000	15	0	1769	996.000
1	2	4	1	0.323	9	6	0.000	15	0	1768	997.000
1	2	4	1	0.340	9	6	0.000	15	0	1768	997.000
1	2	4	1	0.357	9	6	0.000	15	0	1768	998.000
1	2	4	1	0.373	9	6	0.000	15	0	1768	998.000
1	2	4	1	0.390	9	6	0.000	15	0	1768	999.000
1	2	4	1	0.407	9	6	0.000	15	0	1770	999.000
1	2	4	1	0.423	9	6	0.000	15	0	1780	997.000
1	2	4	1	0.440	9	6	0.000	15	0	1802	987.000
1	2	4	1	0.457	9	6	0.000	15	0	1820	975.000
1	2	4	1	0.473	9	6	0.000	15	0	1842	960.000
1	2	4	1	0.490	9	6	0.000	15	0	1865	939.000
1	2	4	1	0.507	0	0	0.000	15	0	1891	914.000
1	2	4	1	0.523	0	0	0.000	15	0	1931	874.000
1	2	4	1	0.540	0	0	0.000	15	0	1956	850.000
1	2	4	1	0.557	9	9	0.000	15	0	1972	836.000
1	2	4	1	0.573	9	9	0.000	15	0	1986	825.000
1	2	4	1	0.590	9	9	0.000	15	0	1993	818.000
1	2	4	1	0.607	9	9	0.000	15	0	1995	817.000
1	2	4	1	0.623	9	9	0.000	15	0	1996	816.000
1	2	4	1	0.640	9	9	0.000	15	0	1996	816.000
1	2	4	1	0.657	9	9	0.000	15	0	1996	816.000
1	2	4	1	0.673	9	9	0.000	15	0	1996	816.000
1	2	4	1	0.690	9	9	0.000	15	0	1996	816.000
1	2	4	1	0.707	9	9	0.000	15	0	1996	816.000
1	2	4	1	0.723	9	9	0.000	15	0	1997	816.000
1	2	4	1	0.740	9	9	0.000	15	0	1997	815.000
1	2	4	1	0.757	9	9	0.000	15	0	1997	815.000
1	2	4	1	0.773	9	9	0.000	15	0	1997	815.000
1	2	4	1	0.790	9	9	0.000	15	0	1997	815.000
1	2	4	1	0.807	9	9	0.000	15	0	1997	815.000
1	2	4	1	0.824	9	9	0.000	15	0	1997	815.000
