sub	learn-doors	t	cond	onset	open_d	door	door_p	tgt_door	tgt_found	x	y
1	1	3	3	0.104	9	11	0.000	10	0	1985	1184.000
1	1	3	3	0.120	9	11	0.000	10	0	1985	1184.000
1	1	3	3	0.137	9	11	0.000	10	0	1985	1184.000
1	1	3	3	0.154	9	11	0.000	10	0	1985	1184.000
1	1	3	3	0.170	9	11	0.000	10	0	1985	1184.000
1	1	3	3	0.187	9	11	0.000	10	0	1985	1184.000
1	1	3	3	0.204	9	11	0.000	10	0	1985	1184.000
1	1	3	3	0.220	9	11	0.000	10	0	1985	1184.000
1	1	3	3	0.237	9	11	0.000	10	0	1985	1184.000
1	1	3	3	0.254	1	11	0.062	10	0	1985	1184.000
1	1	3	3	0.270	1	11	0.062	10	0	1985	1184.000
1	1	3	3	0.287	1	11	0.062	10	0	1985	1184.000
1	1	3	3	0.304	1	11	0.062	10	0	1985	1184.000
1	1	3	3	0.320	1	11	0.062	10	0	1985	1184.000
1	1	3	3	0.337	1	11	0.062	10	0	1985	1184.000
1	1	3	3	0.387	9	11	0.000	10	0	1985	1184.000
1	1	3	3	0.404	9	11	0.000	10	0	1995	1205.000
1	1	3	3	0.420	9	11	0.000	10	0	2013	1233.000
1	1	3	3	0.437	0	0	0.000	10	0	2032	1255.000
1	1	3	3	0.454	0	0	0.000	10	0	2045	1272.000
1	1	3	3	0.470	0	0	0.000	10	0	2059	1283.000
1	1	3	3	0.487	0	0	0.000	10	0	2065	1286.000
1	1	3	3	0.504	0	0	0.000	10	0	2069	1289.000
1	1	3	3	0.520	0	0	0.000	10	0	2079	1294.000
1	1	3	3	0.537	0	0	0.000	10	0	2096	1303.000
1	1	3	3	0.554	0	0	0.000	10	0	2153	1325.000
1	1	3	3	0.570	9	16	0.000	10	0	2186	1337.000
1	1	3	3	0.587	9	16	0.000	10	0	2211	1346.000
1	1	3	3	0.604	9	16	0.000	10	0	2218	1350.000
1	1	3	3	0.620	9	16	0.000	10	0	2219	1350.000
1	1	3	3	0.637	9	16	0.000	10	0	2219	1350.000
1	1	3	3	0.654	9	16	0.000	10	0	2219	1350.000
1	1	3	3	0.670	9	16	0.000	10	0	2219	1350.000
1	1	3	3	0.687	9	16	0.000	10	0	2219	1350.000
1	1	3	3	0.704	9	16	0.000	10	0	2219	1350.000
1	1	3	3	0.720	9	16	0.000	10	0	2219	1350.000
1	1	3	3	0.737	9	16	0.000	10	0	2219	1350.000
1	1	3	3	0.754	1	16	0.062	10	0	2219	1350.000
1	1	3	3	0.771	1	16	0.062	10	0	2219	1350.000
1	1	3	3	0.787	1	16	0.062	10	0	2219	1350.000
1	1	3	3	0.804	1	16	0.062	10	0	2219	1350.000
1	1	3	3	0.820	1	16	0.062	10	0	2219	1350.000
1	1	3	3	0.837	1	16	0.062	10	0	2219	1350.000
1	1	3	3	0.854	1	16	0.062	10	0	2219	1350.000
1	1	3	3	0.904	9	16	0.000	10	0	2219	1350.000
1	1	3	3	0.920	9	16	0.000	10	0	2219	1350.000
1	1	3	3	0.937	9	16	0.000	10	0	2219	1350.000
1	1	3	3	0.954	9	16	0.000	10	0	2218	1352.000
1	1	3	3	0.970	9	16	0.000	10	0	2199	1364.000
1	1	3	3	0.987	9	16	0.000	10	0	2178	1367.000
1	1	3	3	1.004	0	0	0.000	10	0	2140	1370.000
1	1	3	3	1.021	0	0	0.000	10	0	2106	1370.000
1	1	3	3	1.037	0	0	0.000	10	0	2080	1369.000
1	1	3	3	1.054	9	12	0.000	10	0	2063	1368.000
1	1	3	3	1.070	9	12	0.000	10	0	2061	1368.000
1	1	3	3	1.087	9	12	0.000	10	0	2061	1368.000
1	1	3	3	1.104	9	12	0.000	10	0	2061	1368.000
1	1	3	3	1.120	9	12	0.000	10	0	2061	1368.000
1	1	3	3	1.137	9	12	0.000	10	0	2061	1368.000
1	1	3	3	1.154	9	12	0.000	10	0	2061	1368.000
1	1	3	3	1.170	9	12	0.000	10	0	2061	1368.000
1	1	3	3	1.187	9	12	0.000	10	0	2061	1368.000
1	1	3	3	1.204	9	12	0.000	10	0	2061	1368.000
1	1	3	3	1.220	1	12	0.062	10	0	2061	1368.000
1	1	3	3	1.238	1	12	0.062	10	0	2061	1368.000
1	1	3	3	1.254	1	12	0.062	10	0	2061	1368.000
1	1	3	3	1.270	1	12	0.062	10	0	2061	1368.000
1	1	3	3	1.287	1	12	0.062	10	0	2061	1368.000
1	1	3	3	1.304	1	12	0.062	10	0	2061	1368.000
1	1	3	3	1.354	9	12	0.000	10	0	2061	1368.000
1	1	3	3	1.370	9	12	0.000	10	0	2061	1368.000
1	1	3	3	1.387	9	12	0.000	10	0	2061	1368.000
1	1	3	3	1.404	9	12	0.000	10	0	2061	1368.000
1	1	3	3	1.420	9	12	0.000	10	0	2061	1368.000
1	1	3	3	1.437	9	12	0.000	10	0	2061	1365.000
1	1	3	3	1.454	9	12	0.000	10	0	2056	1320.000
1	1	3	3	1.470	0	0	0.000	10	0	2053	1292.000
1	1	3	3	1.487	0	0	0.000	10	0	2048	1267.000
1	1	3	3	1.504	0	0	0.000	10	0	2044	1242.000
1	1	3	3	1.521	9	11	0.000	10	0	2035	1216.000
1	1	3	3	1.537	9	11	0.000	10	0	2028	1203.000
1	1	3	3	1.554	9	11	0.000	10	0	2026	1198.000
1	1	3	3	1.570	9	11	0.000	10	0	2025	1198.000
1	1	3	3	1.587	9	11	0.000	10	0	2025	1198.000
1	1	3	3	1.604	9	11	0.000	10	0	2025	1198.000
1	1	3	3	1.620	9	11	0.000	10	0	2025	1198.000
1	1	3	3	1.637	9	11	0.000	10	0	2025	1198.000
1	1	3	3	1.654	9	11	0.000	10	0	2025	1198.000
1	1	3	3	1.671	9	11	0.000	10	0	2025	1198.000
1	1	3	3	1.687	9	11	0.000	10	0	2025	1198.000
1	1	3	3	1.704	9	11	0.000	10	0	2025	1198.000
1	1	3	3	1.721	1	11	0.062	10	0	2025	1198.000
1	1	3	3	1.737	1	11	0.062	10	0	2025	1198.000
1	1	3	3	1.754	1	11	0.062	10	0	2025	1198.000
1	1	3	3	1.804	9	11	0.000	10	0	2025	1198.000
1	1	3	3	1.820	9	11	0.000	10	0	2024	1191.000
1	1	3	3	1.837	9	11	0.000	10	0	2020	1164.000
1	1	3	3	1.854	9	11	0.000	10	0	2015	1147.000
1	1	3	3	1.871	9	11	0.000	10	0	2013	1130.000
1	1	3	3	1.887	9	11	0.000	10	0	2011	1120.000
1	1	3	3	1.904	0	0	0.000	10	0	2010	1107.000
1	1	3	3	1.921	0	0	0.000	10	0	2010	1105.000
1	1	3	3	1.937	0	0	0.000	10	0	2010	1105.000
1	1	3	3	1.954	0	0	0.000	10	0	2010	1105.000
1	1	3	3	1.971	0	0	0.000	10	0	2010	1105.000
1	1	3	3	1.987	0	0	0.000	10	0	2010	1102.000
1	1	3	3	2.004	0	0	0.000	10	0	2020	1090.000
1	1	3	3	2.021	0	0	0.000	10	0	2033	1076.000
1	1	3	3	2.037	0	0	0.000	10	0	2053	1055.000
1	1	3	3	2.054	0	0	0.000	10	0	2082	1023.000
1	1	3	3	2.071	0	0	0.000	10	0	2102	997.000
1	1	3	3	2.087	0	0	0.000	10	0	2110	983.000
1	1	3	3	2.104	0	0	0.000	10	0	2112	976.000
1	1	3	3	2.121	0	0	0.000	10	0	2112	976.000
1	1	3	3	2.137	0	0	0.000	10	0	2112	976.000
1	1	3	3	2.154	0	0	0.000	10	0	2116	1005.000
1	1	3	3	2.170	0	0	0.000	10	0	2125	1052.000
1	1	3	3	2.187	0	0	0.000	10	0	2153	1113.000
1	1	3	3	2.204	9	15	0.000	10	0	2194	1172.000
1	1	3	3	2.220	9	15	0.000	10	0	2202	1182.000
1	1	3	3	2.237	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.254	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.270	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.287	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.304	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.320	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.337	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.354	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.370	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.387	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.404	1	15	0.062	10	0	2203	1184.000
1	1	3	3	2.421	1	15	0.062	10	0	2203	1184.000
1	1	3	3	2.437	1	15	0.062	10	0	2203	1184.000
1	1	3	3	2.454	1	15	0.062	10	0	2203	1184.000
1	1	3	3	2.471	1	15	0.062	10	0	2203	1184.000
1	1	3	3	2.487	1	15	0.062	10	0	2203	1184.000
1	1	3	3	2.504	1	15	0.062	10	0	2203	1184.000
1	1	3	3	2.554	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.571	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.587	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.604	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.621	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.637	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.654	9	15	0.000	10	0	2203	1184.000
1	1	3	3	2.671	9	15	0.000	10	0	2199	1177.000
1	1	3	3	2.687	9	15	0.000	10	0	2165	1143.000
1	1	3	3	2.704	0	0	0.000	10	0	2127	1107.000
1	1	3	3	2.720	0	0	0.000	10	0	2083	1063.000
1	1	3	3	2.737	0	0	0.000	10	0	2063	1043.000
1	1	3	3	2.754	9	10	0.000	10	0	2050	1030.000
1	1	3	3	2.770	9	10	0.000	10	0	2042	1024.000
1	1	3	3	2.787	9	10	0.000	10	0	2042	1023.000
1	1	3	3	2.804	9	10	0.000	10	0	2042	1023.000
1	1	3	3	2.820	9	10	0.000	10	0	2042	1023.000
1	1	3	3	2.837	9	10	0.000	10	0	2042	1023.000
1	1	3	3	2.854	9	10	0.000	10	0	2041	1023.000
1	1	3	3	2.871	9	10	0.000	10	0	2037	1020.000
1	1	3	3	2.887	9	10	0.000	10	0	2035	1019.000
1	1	3	3	2.904	9	10	0.000	10	0	2033	1018.000
1	1	3	3	2.921	9	10	0.000	10	0	2033	1016.000
1	1	3	3	2.937	9	10	0.000	10	0	2031	1013.000
1	1	3	3	2.954	1	10	0.062	10	0	2030	1011.000
1	1	3	3	2.970	1	10	0.062	10	1	2030	1011.000
1	1	3	3	3.012	10	10	0.062	10	1	2030	1011.000
1	1	3	3	3.028	10	10	0.062	10	1	2030	1011.000
1	1	3	3	3.043	10	10	0.062	10	1	2030	1011.000
1	1	3	3	3.058	10	10	0.062	10	1	2030	1011.000
1	1	3	3	3.073	10	10	0.062	10	1	2030	1011.000
1	1	3	3	3.088	10	10	0.062	10	1	2029	1020.000
1	1	3	3	3.103	10	10	0.062	10	1	2026	1040.000
1	1	3	3	3.119	10	0	0.000	10	1	2024	1053.000
1	1	3	3	3.134	10	0	0.000	10	1	2016	1081.000
1	1	3	3	3.149	10	11	0.062	10	1	2000	1140.000
1	1	3	3	3.164	10	11	0.062	10	1	1994	1163.000
1	1	3	3	3.179	10	11	0.062	10	1	1991	1176.000
1	1	3	3	3.194	10	11	0.062	10	1	1989	1180.000
1	1	3	3	3.209	10	11	0.062	10	1	1988	1184.000
1	1	3	3	3.225	10	11	0.062	10	1	1987	1189.000
1	1	3	3	3.240	10	11	0.062	10	1	1987	1192.000
1	1	3	3	3.255	10	11	0.062	10	1	1987	1193.000
1	1	3	3	3.270	10	11	0.062	10	1	1987	1193.000
1	1	3	3	3.285	10	11	0.062	10	1	1987	1193.000
1	1	3	3	3.300	10	11	0.062	10	1	1987	1193.000
1	1	3	3	3.315	10	11	0.062	10	1	1987	1193.000
1	1	3	3	3.330	10	11	0.062	10	1	1987	1193.000
1	1	3	3	3.345	10	11	0.062	10	1	1987	1193.000
1	1	4	3	0.023	9	11	0.000	11	0	1987	1193.000
1	1	4	3	0.040	9	11	0.000	11	0	1987	1193.000
1	1	4	3	0.056	9	11	0.000	11	0	1987	1193.000
1	1	4	3	0.073	9	11	0.000	11	0	1987	1193.000
1	1	4	3	0.090	9	11	0.000	11	0	1987	1198.000
1	1	4	3	0.106	9	11	0.000	11	0	1986	1206.000
1	1	4	3	0.123	9	11	0.000	11	0	1987	1223.000
1	1	4	3	0.140	9	11	0.000	11	0	1988	1226.000
1	1	4	3	0.156	9	11	0.000	11	0	1988	1227.000
1	1	4	3	0.173	9	11	0.000	11	0	1988	1227.000
1	1	4	3	0.190	9	11	0.000	11	0	1988	1227.000
1	1	4	3	0.206	9	11	0.000	11	0	1988	1227.000
1	1	4	3	0.223	9	11	0.000	11	0	1988	1227.000
1	1	4	3	0.240	9	11	0.000	11	0	1988	1227.000
1	1	4	3	0.256	9	11	0.000	11	0	1988	1227.000
1	1	4	3	0.273	9	11	0.000	11	0	1989	1224.000
1	1	4	3	0.290	9	11	0.000	11	0	1995	1208.000
1	1	4	3	0.306	9	11	0.000	11	0	1998	1203.000
1	1	4	3	0.323	9	11	0.000	11	0	2001	1199.000
1	1	4	3	0.340	9	11	0.000	11	0	2002	1197.000
1	1	4	3	0.357	9	11	0.000	11	0	2004	1193.000
1	1	4	3	0.373	9	11	0.000	11	0	2004	1193.000
1	1	4	3	0.390	9	11	0.000	11	0	2004	1193.000
1	1	4	3	0.406	9	11	0.000	11	0	2004	1193.000
1	1	4	3	0.423	9	11	0.000	11	0	2004	1193.000
1	1	4	3	0.440	9	11	0.000	11	0	2004	1193.000
1	1	4	3	0.456	9	11	0.000	11	0	2004	1193.000
1	1	4	3	0.473	9	11	0.000	11	0	2004	1193.000
1	1	4	3	0.490	1	11	0.062	11	0	2004	1193.000
1	1	4	3	0.506	1	11	0.062	11	1	2004	1193.000
1	1	4	3	0.571	10	11	0.062	11	1	2004	1193.000
1	1	4	3	0.586	10	11	0.062	11	1	2004	1193.000
1	1	4	3	0.601	10	11	0.062	11	1	2004	1193.000
1	1	4	3	0.616	10	11	0.062	11	1	2004	1193.000
1	1	4	3	0.631	10	11	0.062	11	1	2004	1193.000
1	1	4	3	0.646	10	11	0.062	11	1	2004	1193.000
1	1	4	3	0.662	10	11	0.062	11	1	2007	1193.000
1	1	4	3	0.677	10	11	0.062	11	1	2024	1201.000
1	1	4	3	0.692	10	0	0.000	11	1	2092	1217.000
1	1	4	3	0.707	10	0	0.000	11	1	2134	1219.000
1	1	4	3	0.722	10	15	0.062	11	1	2184	1219.000
1	1	4	3	0.737	10	15	0.062	11	1	2220	1213.000
1	1	4	3	0.753	10	15	0.062	11	1	2236	1209.000
1	1	4	3	0.768	10	15	0.062	11	1	2238	1207.000
1	1	4	3	0.783	10	15	0.062	11	1	2238	1207.000
1	1	4	3	0.798	10	15	0.062	11	1	2238	1207.000
1	1	4	3	0.813	10	15	0.062	11	1	2238	1207.000
1	1	4	3	0.828	10	15	0.062	11	1	2238	1207.000
1	1	4	3	0.843	10	15	0.062	11	1	2238	1207.000
1	1	4	3	0.858	10	15	0.062	11	1	2238	1207.000
1	1	4	3	0.874	10	15	0.062	11	1	2238	1207.000
1	1	5	3	0.030	9	15	0.000	15	0	2238	1207.000
1	1	5	3	0.047	9	15	0.000	15	0	2238	1207.000
1	1	5	3	0.063	9	15	0.000	15	0	2238	1207.000
1	1	5	3	0.080	9	15	0.000	15	0	2238	1207.000
1	1	5	3	0.097	9	15	0.000	15	0	2238	1207.000
1	1	5	3	0.113	9	15	0.000	15	0	2238	1207.000
1	1	5	3	0.130	9	15	0.000	15	0	2238	1207.000
1	1	5	3	0.147	9	15	0.000	15	0	2238	1207.000
1	1	5	3	0.163	9	15	0.000	15	0	2238	1206.000
1	1	5	3	0.180	9	15	0.000	15	0	2236	1202.000
1	1	5	3	0.196	9	15	0.000	15	0	2234	1200.000
1	1	5	3	0.213	9	15	0.000	15	0	2233	1199.000
1	1	5	3	0.230	9	15	0.000	15	0	2233	1199.000
1	1	5	3	0.247	9	15	0.000	15	0	2231	1196.000
1	1	5	3	0.263	9	15	0.000	15	0	2228	1193.000
1	1	5	3	0.280	9	15	0.000	15	0	2225	1191.000
1	1	5	3	0.296	9	15	0.000	15	0	2222	1188.000
1	1	5	3	0.313	9	15	0.000	15	0	2220	1188.000
1	1	5	3	0.330	9	15	0.000	15	0	2220	1187.000
1	1	5	3	0.346	9	15	0.000	15	0	2220	1187.000
1	1	5	3	0.363	1	15	0.062	15	0	2220	1187.000
1	1	5	3	0.380	1	15	0.062	15	1	2220	1187.000
1	1	5	3	0.420	10	15	0.062	15	1	2220	1187.000
