sub	learn-doors	t	cond	onset	open_d	door	door_p	tgt_door	tgt_found	x	y
1	1	1	2	2.192	9	8	0.000	3	0	1825	1392.000
1	1	1	2	2.208	9	8	0.000	3	0	1825	1390.000
1	1	1	2	2.225	9	8	0.000	3	0	1826	1387.000
1	1	1	2	2.242	9	8	0.000	3	0	1827	1384.000
1	1	1	2	2.258	9	8	0.000	3	0	1828	1383.000
1	1	1	2	2.275	9	8	0.000	3	0	1828	1381.000
1	1	1	2	2.292	9	8	0.000	3	0	1828	1381.000
1	1	1	2	2.308	9	8	0.000	3	0	1828	1380.000
1	1	1	2	2.325	9	8	0.000	3	0	1828	1380.000
1	1	1	2	2.342	9	8	0.000	3	0	1828	1380.000
1	1	1	2	2.358	9	8	0.000	3	0	1828	1380.000
1	1	1	2	2.375	9	8	0.000	3	0	1823	1381.000
1	1	1	2	2.392	9	8	0.000	3	0	1812	1383.000
1	1	1	2	2.408	9	8	0.000	3	0	1787	1386.000
1	1	1	2	2.425	9	8	0.000	3	0	1769	1388.000
1	1	1	2	2.442	0	0	0.000	3	0	1743	1389.000
1	1	1	2	2.458	0	0	0.000	3	0	1729	1391.000
1	1	1	2	2.475	0	0	0.000	3	0	1714	1391.000
1	1	1	2	2.492	0	0	0.000	3	0	1711	1391.000
1	1	1	2	2.508	0	0	0.000	3	0	1711	1391.000
1	1	1	2	2.525	0	0	0.000	3	0	1711	1391.000
1	1	1	2	2.542	0	0	0.000	3	0	1710	1391.000
1	1	1	2	2.558	0	0	0.000	3	0	1703	1391.000
1	1	1	2	2.575	9	4	0.000	3	0	1691	1391.000
1	1	1	2	2.592	9	4	0.000	3	0	1668	1392.000
1	1	1	2	2.608	9	4	0.000	3	0	1650	1395.000
1	1	1	2	2.625	9	4	0.000	3	0	1629	1396.000
1	1	1	2	2.642	9	4	0.000	3	0	1628	1396.000
1	1	1	2	2.658	9	4	0.000	3	0	1628	1396.000
1	1	1	2	2.675	9	4	0.000	3	0	1629	1396.000
1	1	1	2	2.692	9	4	0.000	3	0	1629	1396.000
1	1	1	2	2.709	9	4	0.000	3	0	1629	1396.000
1	1	1	2	2.725	9	4	0.000	3	0	1629	1396.000
1	1	1	2	2.742	9	4	0.000	3	0	1630	1396.000
1	1	1	2	2.758	9	4	0.000	3	0	1630	1396.000
1	1	1	2	2.775	9	4	0.000	3	0	1632	1394.000
1	1	1	2	2.792	9	4	0.000	3	0	1634	1394.000
1	1	1	2	2.808	9	4	0.000	3	0	1636	1393.000
1	1	1	2	2.825	9	4	0.000	3	0	1636	1393.000
1	1	1	2	2.842	9	4	0.000	3	0	1638	1393.000
1	1	1	2	2.858	9	4	0.000	3	0	1639	1393.000
1	1	1	2	2.875	9	4	0.000	3	0	1641	1393.000
1	1	1	2	2.892	9	4	0.000	3	0	1642	1394.000
1	1	1	2	2.908	9	4	0.000	3	0	1642	1395.000
1	1	1	2	2.925	9	4	0.000	3	0	1642	1395.000
1	1	1	2	2.942	9	4	0.000	3	0	1642	1395.000
1	1	1	2	2.958	9	4	0.000	3	0	1642	1395.000
1	1	1	2	2.975	9	4	0.000	3	0	1642	1395.000
1	1	1	2	2.992	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.008	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.025	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.042	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.059	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.075	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.092	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.108	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.125	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.142	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.159	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.175	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.192	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.208	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.225	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.242	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.259	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.275	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.292	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.308	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.325	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.342	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.359	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.375	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.392	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.409	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.425	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.442	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.459	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.475	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.492	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.508	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.525	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.542	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.559	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.575	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.592	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.608	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.625	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.642	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.659	1	4	0.000	3	0	1642	1395.000
1	1	1	2	3.676	1	4	0.000	3	0	1642	1395.000
1	1	1	2	3.692	1	4	0.000	3	0	1642	1395.000
1	1	1	2	3.713	1	4	0.000	3	0	1642	1395.000
1	1	1	2	3.725	1	4	0.000	3	0	1642	1395.000
1	1	1	2	3.742	1	4	0.000	3	0	1642	1395.000
1	1	1	2	3.759	1	4	0.000	3	0	1642	1395.000
1	1	1	2	3.775	1	4	0.000	3	0	1642	1395.000
1	1	1	2	3.825	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.842	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.858	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.875	9	4	0.000	3	0	1642	1395.000
1	1	1	2	3.892	9	4	0.000	3	0	1644	1395.000
1	1	1	2	3.909	9	4	0.000	3	0	1679	1380.000
1	1	1	2	3.925	0	0	0.000	3	0	1749	1359.000
1	1	1	2	3.942	9	8	0.000	3	0	1847	1330.000
1	1	1	2	3.959	0	0	0.000	3	0	1972	1297.000
1	1	1	2	3.975	0	0	0.000	3	0	2146	1251.000
1	1	1	2	3.992	9	15	0.000	3	0	2209	1235.000
1	1	1	2	4.009	0	0	0.000	3	0	2260	1220.000
1	1	1	2	4.025	0	0	0.000	3	0	2287	1212.000
1	1	1	2	4.042	0	0	0.000	3	0	2297	1207.000
1	1	1	2	4.059	0	0	0.000	3	0	2298	1207.000
1	1	1	2	4.075	0	0	0.000	3	0	2298	1207.000
1	1	1	2	4.092	0	0	0.000	3	0	2298	1207.000
1	1	1	2	4.109	0	0	0.000	3	0	2298	1207.000
1	1	1	2	4.125	0	0	0.000	3	0	2298	1207.000
1	1	1	2	4.142	0	0	0.000	3	0	2298	1207.000
1	1	1	2	4.162	0	0	0.000	3	0	2298	1207.000
1	1	1	2	4.175	0	0	0.000	3	0	2298	1207.000
1	1	1	2	4.192	0	0	0.000	3	0	2295	1208.000
1	1	1	2	4.209	0	0	0.000	3	0	2291	1210.000
1	1	1	2	4.225	0	0	0.000	3	0	2286	1211.000
1	1	1	2	4.242	0	0	0.000	3	0	2279	1213.000
1	1	1	2	4.259	0	0	0.000	3	0	2270	1214.000
1	1	1	2	4.275	0	0	0.000	3	0	2253	1217.000
1	1	1	2	4.292	9	15	0.000	3	0	2238	1218.000
1	1	1	2	4.309	9	15	0.000	3	0	2229	1218.000
1	1	1	2	4.325	9	15	0.000	3	0	2224	1218.000
1	1	1	2	4.342	9	15	0.000	3	0	2222	1217.000
1	1	1	2	4.358	9	15	0.000	3	0	2221	1215.000
1	1	1	2	4.375	9	15	0.000	3	0	2221	1213.000
1	1	1	2	4.392	9	15	0.000	3	0	2223	1211.000
1	1	1	2	4.409	9	15	0.000	3	0	2223	1211.000
1	1	1	2	4.425	9	15	0.000	3	0	2225	1208.000
1	1	1	2	4.442	9	15	0.000	3	0	2225	1208.000
1	1	1	2	4.459	9	15	0.000	3	0	2225	1208.000
1	1	1	2	4.475	9	15	0.000	3	0	2225	1208.000
1	1	1	2	4.492	9	15	0.000	3	0	2225	1208.000
1	1	1	2	4.508	9	15	0.000	3	0	2225	1207.000
1	1	1	2	4.525	1	15	0.000	3	0	2225	1207.000
1	1	1	2	4.542	1	15	0.000	3	0	2225	1207.000
1	1	1	2	4.559	1	15	0.000	3	0	2225	1207.000
1	1	1	2	4.575	1	15	0.000	3	0	2225	1207.000
1	1	1	2	4.592	1	15	0.000	3	0	2225	1207.000
1	1	1	2	4.609	1	15	0.000	3	0	2225	1207.000
1	1	1	2	4.625	1	15	0.000	3	0	2225	1207.000
1	1	1	2	4.642	1	15	0.000	3	0	2225	1207.000
1	1	1	2	4.659	1	15	0.000	3	0	2225	1207.000
1	1	1	2	4.709	9	15	0.000	3	0	2225	1207.000
1	1	1	2	4.725	9	15	0.000	3	0	2224	1207.000
1	1	1	2	4.742	9	15	0.000	3	0	2221	1205.000
1	1	1	2	4.759	9	15	0.000	3	0	2220	1203.000
1	1	1	2	4.775	9	15	0.000	3	0	2218	1202.000
1	1	1	2	4.792	9	15	0.000	3	0	2214	1198.000
1	1	1	2	4.809	9	15	0.000	3	0	2213	1195.000
1	1	1	2	4.825	9	15	0.000	3	0	2212	1194.000
1	1	1	2	4.842	9	15	0.000	3	0	2211	1191.000
1	1	1	2	4.859	9	15	0.000	3	0	2210	1189.000
1	1	1	2	4.875	9	15	0.000	3	0	2209	1187.000
1	1	1	2	4.892	9	15	0.000	3	0	2208	1186.000
1	1	1	2	4.909	9	15	0.000	3	0	2208	1186.000
1	1	1	2	4.925	9	15	0.000	3	0	2207	1184.000
1	1	1	2	4.942	9	15	0.000	3	0	2206	1183.000
1	1	1	2	4.959	9	15	0.000	3	0	2206	1183.000
1	1	1	2	4.975	9	15	0.000	3	0	2206	1183.000
1	1	1	2	4.992	9	15	0.000	3	0	2206	1183.000
1	1	1	2	5.009	9	15	0.000	3	0	2206	1183.000
1	1	1	2	5.025	9	15	0.000	3	0	2206	1183.000
1	1	1	2	5.042	9	15	0.000	3	0	2206	1183.000
1	1	1	2	5.059	9	15	0.000	3	0	2206	1183.000
1	1	1	2	5.075	9	15	0.000	3	0	2206	1183.000
1	1	1	2	5.092	9	15	0.000	3	0	2206	1183.000
1	1	1	2	5.108	9	15	0.000	3	0	2206	1183.000
1	1	1	2	5.125	9	15	0.000	3	0	2206	1183.000
1	1	1	2	5.142	9	15	0.000	3	0	2206	1183.000
1	1	1	2	5.159	9	15	0.000	3	0	2206	1183.000
1	1	1	2	5.175	9	15	0.000	3	0	2206	1183.000
1	1	1	2	5.192	9	15	0.000	3	0	2205	1178.000
1	1	1	2	5.209	9	15	0.000	3	0	2200	1166.000
1	1	1	2	5.225	9	15	0.000	3	0	2190	1152.000
1	1	1	2	5.242	0	0	0.000	3	0	2170	1119.000
1	1	1	2	5.258	0	0	0.000	3	0	2154	1092.000
1	1	1	2	5.275	0	0	0.000	3	0	2138	1068.000
1	1	1	2	5.292	0	0	0.000	3	0	2124	1046.000
1	1	1	2	5.308	0	0	0.000	3	0	2113	1028.000
1	1	1	2	5.325	0	0	0.000	3	0	2103	1002.000
1	1	1	2	5.342	0	0	0.000	3	0	2096	986.000
1	1	1	2	5.359	0	0	0.000	3	0	2089	971.000
1	1	1	2	5.375	0	0	0.000	3	0	2083	960.000
1	1	1	2	5.392	0	0	0.000	3	0	2076	949.000
1	1	1	2	5.409	0	0	0.000	3	0	2074	946.000
1	1	1	2	5.425	0	0	0.000	3	0	2073	943.000
1	1	1	2	5.442	0	0	0.000	3	0	2072	942.000
1	1	1	2	5.459	0	0	0.000	3	0	2071	941.000
1	1	1	2	5.475	0	0	0.000	3	0	2071	941.000
1	1	1	2	5.492	0	0	0.000	3	0	2071	941.000
1	1	1	2	5.509	0	0	0.000	3	0	2070	941.000
1	1	1	2	5.525	0	0	0.000	3	0	2070	941.000
1	1	1	2	5.542	0	0	0.000	3	0	2070	941.000
1	1	1	2	5.559	0	0	0.000	3	0	2070	941.000
1	1	1	2	5.575	0	0	0.000	3	0	2070	941.000
1	1	1	2	5.592	0	0	0.000	3	0	2070	941.000
1	1	1	2	5.609	0	0	0.000	3	0	2070	941.000
1	1	1	2	5.625	0	0	0.000	3	0	2063	941.000
1	1	1	2	5.642	9	10	0.000	3	0	2050	943.000
1	1	1	2	5.659	9	10	0.000	3	0	2033	947.000
1	1	1	2	5.675	9	10	0.000	3	0	2012	952.000
1	1	1	2	5.692	9	10	0.000	3	0	1997	956.000
1	1	1	2	5.709	9	10	0.000	3	0	1978	960.000
1	1	1	2	5.725	9	10	0.000	3	0	1969	961.000
1	1	1	2	5.742	9	10	0.000	3	0	1959	964.000
1	1	1	2	5.759	0	0	0.000	3	0	1956	964.000
1	1	1	2	5.775	0	0	0.000	3	0	1950	965.000
1	1	1	2	5.792	0	0	0.000	3	0	1943	966.000
1	1	1	2	5.809	0	0	0.000	3	0	1936	968.000
1	1	1	2	5.825	0	0	0.000	3	0	1932	968.000
1	1	1	2	5.842	0	0	0.000	3	0	1926	969.000
1	1	1	2	5.859	0	0	0.000	3	0	1914	972.000
1	1	1	2	5.875	0	0	0.000	3	0	1906	973.000
1	1	1	2	5.892	0	0	0.000	3	0	1896	976.000
1	1	1	2	5.909	0	0	0.000	3	0	1887	977.000
1	1	1	2	5.925	9	6	0.000	3	0	1878	979.000
1	1	1	2	5.942	9	6	0.000	3	0	1877	979.000
1	1	1	2	5.959	9	6	0.000	3	0	1874	979.000
1	1	1	2	5.975	9	6	0.000	3	0	1870	981.000
1	1	1	2	5.992	9	6	0.000	3	0	1868	981.000
1	1	1	2	6.009	9	6	0.000	3	0	1868	981.000
1	1	1	2	6.025	9	6	0.000	3	0	1868	981.000
1	1	1	2	6.042	9	6	0.000	3	0	1868	981.000
1	1	1	2	6.058	9	6	0.000	3	0	1868	981.000
1	1	1	2	6.075	9	6	0.000	3	0	1868	981.000
1	1	1	2	6.092	9	6	0.000	3	0	1868	981.000
1	1	1	2	6.109	9	6	0.000	3	0	1868	981.000
1	1	1	2	6.125	9	6	0.000	3	0	1868	981.000
1	1	1	2	6.142	9	6	0.000	3	0	1868	981.000
1	1	1	2	6.159	9	6	0.000	3	0	1868	981.000
1	1	1	2	6.175	9	6	0.000	3	0	1868	981.000
1	1	1	2	6.192	9	6	0.000	3	0	1868	981.000
1	1	1	2	6.209	9	6	0.000	3	0	1868	981.000
1	1	1	2	6.225	9	6	0.000	3	0	1868	981.000
1	1	1	2	6.242	9	6	0.000	3	0	1867	981.000
1	1	1	2	6.263	9	6	0.000	3	0	1864	981.000
1	1	1	2	6.275	9	6	0.000	3	0	1863	981.000
1	1	1	2	6.292	9	6	0.000	3	0	1862	979.000
1	1	1	2	6.313	9	6	0.000	3	0	1859	977.000
1	1	1	2	6.325	9	6	0.000	3	0	1856	975.000
1	1	1	2	6.342	9	6	0.000	3	0	1855	975.000
1	1	1	2	6.359	9	6	0.000	3	0	1853	974.000
1	1	1	2	6.375	9	6	0.000	3	0	1852	974.000
1	1	1	2	6.392	9	6	0.000	3	0	1850	973.000
1	1	1	2	6.409	9	6	0.000	3	0	1849	973.000
1	1	1	2	6.425	9	6	0.000	3	0	1848	973.000
1	1	1	2	6.442	9	6	0.000	3	0	1847	973.000
1	1	1	2	6.459	9	6	0.000	3	0	1847	973.000
1	1	1	2	6.475	9	6	0.000	3	0	1846	973.000
1	1	1	2	6.492	9	6	0.000	3	0	1846	973.000
1	1	1	2	6.509	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.525	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.542	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.559	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.575	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.592	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.609	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.629	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.642	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.659	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.675	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.692	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.708	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.725	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.742	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.758	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.775	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.792	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.809	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.825	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.842	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.859	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.875	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.892	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.908	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.925	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.942	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.959	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.975	9	6	0.000	3	0	1845	973.000
1	1	1	2	6.992	9	6	0.000	3	0	1845	973.000
1	1	1	2	7.009	9	6	0.000	3	0	1845	973.000
1	1	1	2	7.025	9	6	0.000	3	0	1845	973.000
1	1	1	2	7.042	1	6	0.000	3	0	1845	973.000
1	1	1	2	7.059	1	6	0.000	3	0	1845	973.000
1	1	1	2	7.075	1	6	0.000	3	0	1845	973.000
1	1	1	2	7.092	1	6	0.000	3	0	1845	973.000
1	1	1	2	7.113	1	6	0.000	3	0	1845	973.000
1	1	1	2	7.125	1	6	0.000	3	0	1845	973.000
1	1	1	2	7.142	1	6	0.000	3	0	1845	973.000
1	1	1	2	7.158	1	6	0.000	3	0	1845	973.000
1	1	1	2	7.175	1	6	0.000	3	0	1845	973.000
1	1	1	2	7.192	1	6	0.000	3	0	1845	973.000
1	1	1	2	7.209	1	6	0.000	3	0	1845	973.000
1	1	1	2	7.259	9	6	0.000	3	0	1845	973.000
1	1	1	2	7.275	9	6	0.000	3	0	1847	967.000
1	1	1	2	7.292	9	6	0.000	3	0	1852	960.000
1	1	1	2	7.309	9	6	0.000	3	0	1856	952.000
1	1	1	2	7.325	9	6	0.000	3	0	1864	942.000
1	1	1	2	7.342	0	0	0.000	3	0	1880	922.000
1	1	1	2	7.359	0	0	0.000	3	0	1899	894.000
1	1	1	2	7.375	0	0	0.000	3	0	1909	882.000
1	1	1	2	7.392	0	0	0.000	3	0	1915	873.000
1	1	1	2	7.409	0	0	0.000	3	0	1921	865.000
